date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:24:41	7704/7704	---M--	200	added ('OK')	text/css	etag:%221e18-57b7c5765be00%22	http://localhost/Form%20Bundle/wp-content/plugins/essential-addons-elementor/assets/flip-carousel/jquery.flipster.min.css?ver=5.1.1	C:/My%20Web%20Sites/Singlae%20Page%20APP%20Landing%20Page/localhost/Form%20Bundle/wp-content/plugins/essential-addons-elementor/assets/flip-carousel/jquery.flipster.min3c21.css	(from http://localhost/Form%20Bundle/index.php/mashup-2-projec-1/)
15:24:41	3741/3741	---M--	200	added ('OK')	text/css	etag:%22e9d-57b7c5765be00%22	http://localhost/Form%20Bundle/wp-content/plugins/essential-addons-elementor/assets/css/odometer-theme-default.css?ver=5.1.1	C:/My%20Web%20Sites/Singlae%20Page%20APP%20Landing%20Page/localhost/Form%20Bundle/wp-content/plugins/essential-addons-elementor/assets/css/odometer-theme-default3c21.css	(from http://localhost/Form%20Bundle/index.php/mashup-2-projec-1/)
15:24:41	6512/6512	---M--	200	added ('OK')	text/css	etag:%221970-57b7c5765be00%22	http://localhost/Form%20Bundle/wp-content/plugins/essential-addons-elementor/assets/css/twentytwenty.css?ver=5.1.1	C:/My%20Web%20Sites/Singlae%20Page%20APP%20Landing%20Page/localhost/Form%20Bundle/wp-content/plugins/essential-addons-elementor/assets/css/twentytwenty3c21.css	(from http://localhost/Form%20Bundle/index.php/mashup-2-projec-1/)
15:24:41	10608/10608	---M--	200	added ('OK')	text/css	etag:%222970-57b7c5765be00%22	http://localhost/Form%20Bundle/wp-content/plugins/essential-addons-elementor/assets/interactive-card/interactive-card.css?ver=5.1.1	C:/My%20Web%20Sites/Singlae%20Page%20APP%20Landing%20Page/localhost/Form%20Bundle/wp-content/plugins/essential-addons-elementor/assets/interactive-card/interactive-card3c21.css	(from http://localhost/Form%20Bundle/index.php/mashup-2-projec-1/)
15:24:42	14024/14024	---M--	200	added ('OK')	text/css	etag:%2236c8-57b7c5765be00%22	http://localhost/Form%20Bundle/wp-content/plugins/essential-addons-elementor/assets/css/tooltipster.bundle.min.css?ver=5.1.1	C:/My%20Web%20Sites/Singlae%20Page%20APP%20Landing%20Page/localhost/Form%20Bundle/wp-content/plugins/essential-addons-elementor/assets/css/tooltipster.bundle.min3c21.css	(from http://localhost/Form%20Bundle/index.php/mashup-2-projec-1/)
15:24:43	212579/212579	---M--	200	added ('OK')	text/css	etag:%2233e63-581cfb8407a40%22	http://localhost/Form%20Bundle/wp-content/themes/twentynineteen/style.css?ver=1.3	C:/My%20Web%20Sites/Singlae%20Page%20APP%20Landing%20Page/localhost/Form%20Bundle/wp-content/themes/twentynineteen/style4e44.css	(from http://localhost/Form%20Bundle/index.php/mashup-2-projec-1/)
15:24:45	3969/3969	---M--	200	added ('OK')	text/css	etag:%22f81-57cf2425eeb40%22	http://localhost/Form%20Bundle/wp-content/themes/twentynineteen/print.css?ver=1.3	C:/My%20Web%20Sites/Singlae%20Page%20APP%20Landing%20Page/localhost/Form%20Bundle/wp-content/themes/twentynineteen/print4e44.css	(from http://localhost/Form%20Bundle/index.php/mashup-2-projec-1/)
15:24:45	11514/11514	---M--	200	added ('OK')	text/css	etag:%222cfa-58501e6e340a8%22	http://localhost/Form%20Bundle/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=4.3.0	C:/My%20Web%20Sites/Singlae%20Page%20APP%20Landing%20Page/localhost/Form%20Bundle/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.minb2f9.css	(from http://localhost/Form%20Bundle/index.php/mashup-2-projec-1/)
15:24:45	31000/31000	---M--	200	added ('OK')	text/css	etag:%227918-58501e6e49485%22	http://localhost/Form%20Bundle/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min.css?ver=4.7.0	C:/My%20Web%20Sites/Singlae%20Page%20APP%20Landing%20Page/localhost/Form%20Bundle/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min1849.css	(from http://localhost/Form%20Bundle/index.php/mashup-2-projec-1/)
15:24:46	18468/18468	---M--	200	added ('OK')	text/css	etag:%224824-58501e6e0a4a6%22	http://localhost/Form%20Bundle/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?ver=2.5.9	C:/My%20Web%20Sites/Singlae%20Page%20APP%20Landing%20Page/localhost/Form%20Bundle/wp-content/plugins/elementor/assets/lib/animations/animations.min337d.css	(from http://localhost/Form%20Bundle/index.php/mashup-2-projec-1/)
15:24:49	94833/94833	---M--	200	added ('OK')	text/css	etag:%2217271-58501e6db708b%22	http://localhost/Form%20Bundle/wp-content/plugins/elementor/assets/css/frontend.min.css?ver=2.5.9	C:/My%20Web%20Sites/Singlae%20Page%20APP%20Landing%20Page/localhost/Form%20Bundle/wp-content/plugins/elementor/assets/css/frontend.min337d.css	(from http://localhost/Form%20Bundle/index.php/mashup-2-projec-1/)
15:24:51	195147/195147	---M--	200	added ('OK')	text/css	etag:%222fa4b-5841a2edffa80%22	http://localhost/Form%20Bundle/wp-content/plugins/elementor-pro/assets/css/frontend.min.css?ver=2.4.8	C:/My%20Web%20Sites/Singlae%20Page%20APP%20Landing%20Page/localhost/Form%20Bundle/wp-content/plugins/elementor-pro/assets/css/frontend.minad2f.css	(from http://localhost/Form%20Bundle/index.php/mashup-2-projec-1/)
15:24:53	3921/3921	---M--	200	added ('OK')	text/css	etag:%22f51-568f3ef7f6b00%22	http://localhost/Form%20Bundle/wp-content/plugins/elementor-extras/assets/lib/nicons/css/nicons.css?ver=1.9.14	C:/My%20Web%20Sites/Singlae%20Page%20APP%20Landing%20Page/localhost/Form%20Bundle/wp-content/plugins/elementor-extras/assets/lib/nicons/css/niconsa8cf.css	(from http://localhost/Form%20Bundle/index.php/mashup-2-projec-1/)
15:24:55	106256/106256	---M--	200	added ('OK')	text/css	etag:%2219f10-57391683f8a00%22	http://localhost/Form%20Bundle/wp-content/plugins/elementor-extras/assets/css/frontend.min.css?ver=1.9.14	C:/My%20Web%20Sites/Singlae%20Page%20APP%20Landing%20Page/localhost/Form%20Bundle/wp-content/plugins/elementor-extras/assets/css/frontend.mina8cf.css	(from http://localhost/Form%20Bundle/index.php/mashup-2-projec-1/)
15:24:56	34831/34831	---M--	200	added ('OK')	text/css	etag:%22880f-5857574b1ea7b%22	http://localhost/Form%20Bundle/wp-content/uploads/elementor/css/global.css?ver=1554114399	C:/My%20Web%20Sites/Singlae%20Page%20APP%20Landing%20Page/localhost/Form%20Bundle/wp-content/uploads/elementor/css/global4e1e.css	(from http://localhost/Form%20Bundle/index.php/mashup-2-projec-1/)
15:24:57	30042/30042	---M--	200	added ('OK')	text/css	etag:%22755a-585c4adb73273%22	http://localhost/Form%20Bundle/wp-content/uploads/elementor/css/post-178.css?ver=1554454658	C:/My%20Web%20Sites/Singlae%20Page%20APP%20Landing%20Page/localhost/Form%20Bundle/wp-content/uploads/elementor/css/post-178e57c.css	(from http://localhost/Form%20Bundle/index.php/mashup-2-projec-1/)
15:24:58	10056/10056	---M--	200	added ('OK')	application/javascript	etag:%222748-5333ff613c400%22	http://localhost/Form%20Bundle/wp-includes/js/jquery/jquery-migrate.min.js?ver=1.4.1	C:/My%20Web%20Sites/Singlae%20Page%20APP%20Landing%20Page/localhost/Form%20Bundle/wp-includes/js/jquery/jquery-migrate.min330a.js	(from http://localhost/Form%20Bundle/index.php/mashup-2-projec-1/)
15:25:00	6941/6941	---M--	200	added ('OK')	image/png	etag:%221b1d-585b89e6f0f8f%22	http://localhost/Form%20Bundle/wp-content/uploads/2019/04/asset-2.png	C:/My%20Web%20Sites/Singlae%20Page%20APP%20Landing%20Page/localhost/Form%20Bundle/wp-content/uploads/2019/04/asset-2.png	(from http://localhost/Form%20Bundle/index.php/mashup-2-projec-1/)
15:25:01	5650/5650	---M--	200	added ('OK')	image/png	etag:%221612-585b8ae55cc7c%22	http://localhost/Form%20Bundle/wp-content/uploads/2019/04/asset-3.png	C:/My%20Web%20Sites/Singlae%20Page%20APP%20Landing%20Page/localhost/Form%20Bundle/wp-content/uploads/2019/04/asset-3.png	(from http://localhost/Form%20Bundle/index.php/mashup-2-projec-1/)
15:25:02	4272/4272	---M--	200	added ('OK')	image/png	etag:%2210b0-585b8b205fba9%22	http://localhost/Form%20Bundle/wp-content/uploads/2019/04/asset-4.png	C:/My%20Web%20Sites/Singlae%20Page%20APP%20Landing%20Page/localhost/Form%20Bundle/wp-content/uploads/2019/04/asset-4.png	(from http://localhost/Form%20Bundle/index.php/mashup-2-projec-1/)
15:25:02	2605/2605	---M--	200	added ('OK')	image/png	etag:%22a2d-585b8c373b991%22	http://localhost/Form%20Bundle/wp-content/uploads/2019/04/asset-5.png	C:/My%20Web%20Sites/Singlae%20Page%20APP%20Landing%20Page/localhost/Form%20Bundle/wp-content/uploads/2019/04/asset-5.png	(from http://localhost/Form%20Bundle/index.php/mashup-2-projec-1/)
15:25:03	3500/3500	---M--	200	added ('OK')	image/png	etag:%22dac-585b8c3942aa5%22	http://localhost/Form%20Bundle/wp-content/uploads/2019/04/asset-6.png	C:/My%20Web%20Sites/Singlae%20Page%20APP%20Landing%20Page/localhost/Form%20Bundle/wp-content/uploads/2019/04/asset-6.png	(from http://localhost/Form%20Bundle/index.php/mashup-2-projec-1/)
15:25:04	1410/1410	---M--	200	added ('OK')	image/png	etag:%22582-585b8c3ad0a29%22	http://localhost/Form%20Bundle/wp-content/uploads/2019/04/asset-7.png	C:/My%20Web%20Sites/Singlae%20Page%20APP%20Landing%20Page/localhost/Form%20Bundle/wp-content/uploads/2019/04/asset-7.png	(from http://localhost/Form%20Bundle/index.php/mashup-2-projec-1/)
15:25:05	46480/46480	---M--	200	added ('OK')	image/jpeg	etag:%22b590-585b77b94daf5%22	http://localhost/Form%20Bundle/wp-content/uploads/2019/04/asset-1.jpeg	C:/My%20Web%20Sites/Singlae%20Page%20APP%20Landing%20Page/localhost/Form%20Bundle/wp-content/uploads/2019/04/asset-1.jpg	(from http://localhost/Form%20Bundle/index.php/mashup-2-projec-1/)
15:25:06	6296/6296	---M--	200	added ('OK')	image/png	etag:%221898-585c09799192a%22	http://localhost/Form%20Bundle/wp-content/uploads/2019/04/asset-9.png	C:/My%20Web%20Sites/Singlae%20Page%20APP%20Landing%20Page/localhost/Form%20Bundle/wp-content/uploads/2019/04/asset-9.png	(from http://localhost/Form%20Bundle/index.php/mashup-2-projec-1/)
15:25:08	5498/5498	---M--	200	added ('OK')	image/png	etag:%22157a-585c0e62812a1%22	http://localhost/Form%20Bundle/wp-content/uploads/2019/04/asset-10.png	C:/My%20Web%20Sites/Singlae%20Page%20APP%20Landing%20Page/localhost/Form%20Bundle/wp-content/uploads/2019/04/asset-10.png	(from http://localhost/Form%20Bundle/index.php/mashup-2-projec-1/)
15:25:10	4830/4830	---M--	200	added ('OK')	image/png	etag:%2212de-585c0e948dce1%22	http://localhost/Form%20Bundle/wp-content/uploads/2019/04/asset-11.png	C:/My%20Web%20Sites/Singlae%20Page%20APP%20Landing%20Page/localhost/Form%20Bundle/wp-content/uploads/2019/04/asset-11.png	(from http://localhost/Form%20Bundle/index.php/mashup-2-projec-1/)
15:25:10	33971/33971	---M--	200	added ('OK')	image/jpeg	etag:%2284b3-585b8df0c7bd0%22	http://localhost/Form%20Bundle/wp-content/uploads/2019/04/asset-8.jpeg	C:/My%20Web%20Sites/Singlae%20Page%20APP%20Landing%20Page/localhost/Form%20Bundle/wp-content/uploads/2019/04/asset-8.jpg	(from http://localhost/Form%20Bundle/index.php/mashup-2-projec-1/)
15:25:11	97183/97183	---M--	200	added ('OK')	application/javascript	etag:%2217b9f-56cdcacc8d0c0%22	http://localhost/Form%20Bundle/wp-includes/js/jquery/jquery.js?ver=1.12.4	C:/My%20Web%20Sites/Singlae%20Page%20APP%20Landing%20Page/localhost/Form%20Bundle/wp-includes/js/jquery/jqueryb8ff.js	(from http://localhost/Form%20Bundle/index.php/mashup-2-projec-1/)
15:25:13	16393/16393	---M--	200	added ('OK')	image/jpeg	etag:%224009-5853d4871b774%22	http://localhost/Form%20Bundle/wp-content/uploads/2019/03/team_4.jpg	C:/My%20Web%20Sites/Singlae%20Page%20APP%20Landing%20Page/localhost/Form%20Bundle/wp-content/uploads/2019/03/team_4.jpg	(from http://localhost/Form%20Bundle/index.php/mashup-2-projec-1/)
15:25:14	16005/16005	---M--	200	added ('OK')	image/jpeg	etag:%223e85-5853d487b8369%22	http://localhost/Form%20Bundle/wp-content/uploads/2019/03/team_2.jpg	C:/My%20Web%20Sites/Singlae%20Page%20APP%20Landing%20Page/localhost/Form%20Bundle/wp-content/uploads/2019/03/team_2.jpg	(from http://localhost/Form%20Bundle/index.php/mashup-2-projec-1/)
15:25:16	5707/5707	---M--	200	added ('OK')	application/javascript	etag:%22164b-57b7c5765be00%22	http://localhost/Form%20Bundle/wp-content/plugins/essential-addons-elementor/assets/js/fancy-text.js?ver=1.0	C:/My%20Web%20Sites/Singlae%20Page%20APP%20Landing%20Page/localhost/Form%20Bundle/wp-content/plugins/essential-addons-elementor/assets/js/fancy-text5152.js	(from http://localhost/Form%20Bundle/index.php/mashup-2-projec-1/)
15:25:17	6842/6842	---M--	200	added ('OK')	application/javascript	etag:%221aba-57b7c5765be00%22	http://localhost/Form%20Bundle/wp-content/plugins/essential-addons-elementor/assets/js/lity.min.js?ver=1.0	C:/My%20Web%20Sites/Singlae%20Page%20APP%20Landing%20Page/localhost/Form%20Bundle/wp-content/plugins/essential-addons-elementor/assets/js/lity.min5152.js	(from http://localhost/Form%20Bundle/index.php/mashup-2-projec-1/)
15:25:17	3140/3140	---M--	200	added ('OK')	application/javascript	etag:%22c44-57b7c5765be00%22	http://localhost/Form%20Bundle/wp-content/plugins/essential-addons-elementor/assets/js/jquery.cookie.js?ver=1.0	C:/My%20Web%20Sites/Singlae%20Page%20APP%20Landing%20Page/localhost/Form%20Bundle/wp-content/plugins/essential-addons-elementor/assets/js/jquery.cookie5152.js	(from http://localhost/Form%20Bundle/index.php/mashup-2-projec-1/)
15:25:18	3471/3471	---M--	200	added ('OK')	application/javascript	etag:%22d8f-57b7c5765be00%22	http://localhost/Form%20Bundle/wp-content/plugins/essential-addons-elementor/assets/js/countdown.min.js?ver=1.0	C:/My%20Web%20Sites/Singlae%20Page%20APP%20Landing%20Page/localhost/Form%20Bundle/wp-content/plugins/essential-addons-elementor/assets/js/countdown.min5152.js	(from http://localhost/Form%20Bundle/index.php/mashup-2-projec-1/)
15:25:20	9028/9028	---M--	200	added ('OK')	application/javascript	etag:%222344-57b7c5765be00%22	http://localhost/Form%20Bundle/wp-content/plugins/essential-addons-elementor/assets/js/waypoints.min.js?ver=1.0	C:/My%20Web%20Sites/Singlae%20Page%20APP%20Landing%20Page/localhost/Form%20Bundle/wp-content/plugins/essential-addons-elementor/assets/js/waypoints.min5152.js	(from http://localhost/Form%20Bundle/index.php/mashup-2-projec-1/)
15:25:22	10902/10902	---M--	200	added ('OK')	application/javascript	etag:%222a96-57b7c5765be00%22	http://localhost/Form%20Bundle/wp-content/plugins/essential-addons-elementor/assets/js/odometer.min.js?ver=1.0	C:/My%20Web%20Sites/Singlae%20Page%20APP%20Landing%20Page/localhost/Form%20Bundle/wp-content/plugins/essential-addons-elementor/assets/js/odometer.min5152.js	(from http://localhost/Form%20Bundle/index.php/mashup-2-projec-1/)
15:25:23	6749/6749	---M--	200	added ('OK')	application/javascript	etag:%221a5d-57b7c5765be00%22	http://localhost/Form%20Bundle/wp-content/plugins/essential-addons-elementor/assets/js/eael-instafeed.min.js?ver=1.0	C:/My%20Web%20Sites/Singlae%20Page%20APP%20Landing%20Page/localhost/Form%20Bundle/wp-content/plugins/essential-addons-elementor/assets/js/eael-instafeed.min5152.js	(from http://localhost/Form%20Bundle/index.php/mashup-2-projec-1/)
15:25:26	14530/14530	---M--	200	added ('OK')	application/javascript	etag:%2238c2-57b7c5765be00%22	http://localhost/Form%20Bundle/wp-content/plugins/essential-addons-elementor/assets/js/jquery.event.move.js?ver=1.0	C:/My%20Web%20Sites/Singlae%20Page%20APP%20Landing%20Page/localhost/Form%20Bundle/wp-content/plugins/essential-addons-elementor/assets/js/jquery.event.move5152.js	(from http://localhost/Form%20Bundle/index.php/mashup-2-projec-1/)
15:25:26	185298/185298	---M--	200	added ('OK')	image/png	etag:%222d3d2-585904f1c7f30%22	http://localhost/Form%20Bundle/wp-content/uploads/2019/04/asset-0.png	C:/My%20Web%20Sites/Singlae%20Page%20APP%20Landing%20Page/localhost/Form%20Bundle/wp-content/uploads/2019/04/asset-0.png	(from http://localhost/Form%20Bundle/index.php/mashup-2-projec-1/)
15:25:27	5403/5403	---M--	200	added ('OK')	application/javascript	etag:%22151b-57b7c5765be00%22	http://localhost/Form%20Bundle/wp-content/plugins/essential-addons-elementor/assets/js/jquery.twentytwenty.js?ver=1.0	C:/My%20Web%20Sites/Singlae%20Page%20APP%20Landing%20Page/localhost/Form%20Bundle/wp-content/plugins/essential-addons-elementor/assets/js/jquery.twentytwenty5152.js	(from http://localhost/Form%20Bundle/index.php/mashup-2-projec-1/)
15:25:27	3137/3137	---M--	200	added ('OK')	application/javascript	etag:%22c41-57b7c5765be00%22	http://localhost/Form%20Bundle/wp-content/plugins/essential-addons-elementor/assets/interactive-card/interactive-card.min.js?ver=1.0	C:/My%20Web%20Sites/Singlae%20Page%20APP%20Landing%20Page/localhost/Form%20Bundle/wp-content/plugins/essential-addons-elementor/assets/interactive-card/interactive-card.min5152.js	(from http://localhost/Form%20Bundle/index.php/mashup-2-projec-1/)
15:25:27	7608/7608	---M--	200	added ('OK')	application/javascript	etag:%221db8-57b7c5765be00%22	http://localhost/Form%20Bundle/wp-content/plugins/essential-addons-elementor/assets/flip-carousel/jquery.flipster.min.js?ver=1.0	C:/My%20Web%20Sites/Singlae%20Page%20APP%20Landing%20Page/localhost/Form%20Bundle/wp-content/plugins/essential-addons-elementor/assets/flip-carousel/jquery.flipster.min5152.js	(from http://localhost/Form%20Bundle/index.php/mashup-2-projec-1/)
15:25:30	109502/109502	---M--	200	added ('OK')	application/javascript	etag:%221abbe-57f7ae5eff800%22	http://localhost/Form%20Bundle/wp-content/plugins/essential-addons-elementor/assets/js/eael-scripts.js?ver=1.0	C:/My%20Web%20Sites/Singlae%20Page%20APP%20Landing%20Page/localhost/Form%20Bundle/wp-content/plugins/essential-addons-elementor/assets/js/eael-scripts5152.js	(from http://localhost/Form%20Bundle/index.php/mashup-2-projec-1/)
15:25:31	24082/24082	---M--	200	added ('OK')	application/javascript	etag:%225e12-57b7c5765be00%22	http://localhost/Form%20Bundle/wp-content/plugins/essential-addons-elementor/assets/js/masonry.min.js?ver=1.0	C:/My%20Web%20Sites/Singlae%20Page%20APP%20Landing%20Page/localhost/Form%20Bundle/wp-content/plugins/essential-addons-elementor/assets/js/masonry.min5152.js	(from http://localhost/Form%20Bundle/index.php/mashup-2-projec-1/)
15:25:32	5750/5750	---M--	200	added ('OK')	application/javascript	etag:%221676-57b7c5765be00%22	http://localhost/Form%20Bundle/wp-content/plugins/essential-addons-elementor/assets/js/eael-load-more.js?ver=1.0	C:/My%20Web%20Sites/Singlae%20Page%20APP%20Landing%20Page/localhost/Form%20Bundle/wp-content/plugins/essential-addons-elementor/assets/js/eael-load-more5152.js	(from http://localhost/Form%20Bundle/index.php/mashup-2-projec-1/)
15:25:32	2369/2369	---M--	200	added ('OK')	application/javascript	etag:%22941-57b7c5765be00%22	http://localhost/Form%20Bundle/wp-content/plugins/essential-addons-elementor/assets/js/vertical-timeline.js?ver=1.0	C:/My%20Web%20Sites/Singlae%20Page%20APP%20Landing%20Page/localhost/Form%20Bundle/wp-content/plugins/essential-addons-elementor/assets/js/vertical-timeline5152.js	(from http://localhost/Form%20Bundle/index.php/mashup-2-projec-1/)
15:25:33	3416/3416	---M--	200	added ('OK')	application/javascript	etag:%22d58-57b7c5765be00%22	http://localhost/Form%20Bundle/wp-content/plugins/essential-addons-elementor/assets/social-feeds/doT.min.js?ver=1.0	C:/My%20Web%20Sites/Singlae%20Page%20APP%20Landing%20Page/localhost/Form%20Bundle/wp-content/plugins/essential-addons-elementor/assets/social-feeds/doT.min5152.js	(from http://localhost/Form%20Bundle/index.php/mashup-2-projec-1/)
15:25:33	151305/151305	---M--	200	added ('OK')	image/png	etag:%2224f09-585c0f64db856%22	http://localhost/Form%20Bundle/wp-content/uploads/2019/04/asset-14.png	C:/My%20Web%20Sites/Singlae%20Page%20APP%20Landing%20Page/localhost/Form%20Bundle/wp-content/uploads/2019/04/asset-14.png	(from http://localhost/Form%20Bundle/index.php/mashup-2-projec-1/)
15:25:34	16621/16621	---M--	200	added ('OK')	application/javascript	etag:%2240ed-57b7c5765be00%22	http://localhost/Form%20Bundle/wp-content/plugins/essential-addons-elementor/assets/js/jquery.tablesorter.min.js?ver=1.0	C:/My%20Web%20Sites/Singlae%20Page%20APP%20Landing%20Page/localhost/Form%20Bundle/wp-content/plugins/essential-addons-elementor/assets/js/jquery.tablesorter.min5152.js	(from http://localhost/Form%20Bundle/index.php/mashup-2-projec-1/)
15:25:37	60010/60010	---M--	200	added ('OK')	application/javascript	etag:%22ea6a-57b7c5765be00%22	http://localhost/Form%20Bundle/wp-content/plugins/essential-addons-elementor/assets/interactive-card/jquery.nicescroll.min.js?ver=1.0	C:/My%20Web%20Sites/Singlae%20Page%20APP%20Landing%20Page/localhost/Form%20Bundle/wp-content/plugins/essential-addons-elementor/assets/interactive-card/jquery.nicescroll.min5152.js	(from http://localhost/Form%20Bundle/index.php/mashup-2-projec-1/)
15:25:38	20492/20492	---M--	200	added ('OK')	application/javascript	etag:%22500c-57f56ccd55000%22	http://localhost/Form%20Bundle/wp-content/plugins/essential-addons-elementor/assets/social-feeds/codebird.js?ver=1.0	C:/My%20Web%20Sites/Singlae%20Page%20APP%20Landing%20Page/localhost/Form%20Bundle/wp-content/plugins/essential-addons-elementor/assets/social-feeds/codebird5152.js	(from http://localhost/Form%20Bundle/index.php/mashup-2-projec-1/)
15:25:40	40288/40288	---M--	200	added ('OK')	application/javascript	etag:%229d60-57f56ccd55000%22	http://localhost/Form%20Bundle/wp-content/plugins/essential-addons-elementor/assets/social-feeds/jquery.socialfeed.js?ver=1.0	C:/My%20Web%20Sites/Singlae%20Page%20APP%20Landing%20Page/localhost/Form%20Bundle/wp-content/plugins/essential-addons-elementor/assets/social-feeds/jquery.socialfeed5152.js	(from http://localhost/Form%20Bundle/index.php/mashup-2-projec-1/)
15:25:40	11459/11459	---M--	200	added ('OK')	application/javascript	etag:%222cc3-57b7c5765be00%22	http://localhost/Form%20Bundle/wp-content/plugins/essential-addons-elementor/assets/js/typed.min.js?ver=1.0	C:/My%20Web%20Sites/Singlae%20Page%20APP%20Landing%20Page/localhost/Form%20Bundle/wp-content/plugins/essential-addons-elementor/assets/js/typed.min5152.js	(from http://localhost/Form%20Bundle/index.php/mashup-2-projec-1/)
15:25:40	20216/20216	---M--	200	added ('OK')	application/javascript	etag:%224ef8-57b7c5765be00%22	http://localhost/Form%20Bundle/wp-content/plugins/essential-addons-elementor/assets/js/jquery.magnific-popup.min.js?ver=1.0	C:/My%20Web%20Sites/Singlae%20Page%20APP%20Landing%20Page/localhost/Form%20Bundle/wp-content/plugins/essential-addons-elementor/assets/js/jquery.magnific-popup.min5152.js	(from http://localhost/Form%20Bundle/index.php/mashup-2-projec-1/)
